prompt_id,split,template_id,structure,unordered_name_pair_id,pair_orientation,io_name,s_name,prompt,answer,counterfactual_answer,answer_token_id,counterfactual_token_id
phase6_prompt_0c64e09aeaf7528d,reference,p6_baba_kitchen,BABA,phase6_reference_pair_7a05591b3de122f9,not_applicable,Kathleen,Sylvia,"In the kitchen, Sylvia worked with Kathleen. After dinner, Sylvia passed the recipe card to",Kathleen,Sylvia,31275,45425
phase6_prompt_11c9175f83e50d9c,reference,p6_baba_kitchen,BABA,phase6_reference_pair_4a8c03c8bebed9ce,not_applicable,Diane,Catherine,"In the kitchen, Catherine worked with Diane. After dinner, Catherine passed the recipe card to",Diane,Catherine,26542,22578
phase6_prompt_12785b77d1251d89,reference,p6_baba_kitchen,BABA,phase6_reference_pair_5a04b8d0d29e90ad,not_applicable,Ruby,Emma,"In the kitchen, Emma worked with Ruby. After dinner, Emma passed the recipe card to",Ruby,Emma,10888,18966
phase6_prompt_1467ae29ed42ed24,reference,p6_baba_kitchen,BABA,phase6_reference_pair_24d3615f4f491a57,not_applicable,Stephanie,Rebecca,"In the kitchen, Rebecca worked with Stephanie. After dinner, Rebecca passed the recipe card to",Stephanie,Rebecca,26085,23489
phase6_prompt_1bcc0164330aae29,reference,p6_baba_kitchen,BABA,phase6_reference_pair_5c24b0b3551bcbb3,not_applicable,Sylvia,Rebecca,"In the kitchen, Rebecca worked with Sylvia. After dinner, Rebecca passed the recipe card to",Sylvia,Rebecca,45425,23489
phase6_prompt_21636c84881c83a1,reference,p6_baba_kitchen,BABA,phase6_reference_pair_52f0c62183988f8a,not_applicable,Joyce,Stephanie,"In the kitchen, Stephanie worked with Joyce. After dinner, Stephanie passed the recipe card to",Joyce,Stephanie,25936,26085
phase6_prompt_26438326c3b69c2c,reference,p6_baba_kitchen,BABA,phase6_reference_pair_8093253b62f65c2a,not_applicable,Charles,Rebecca,"In the kitchen, Rebecca worked with Charles. After dinner, Rebecca passed the recipe card to",Charles,Rebecca,7516,23489
phase6_prompt_2838ec7043dd9d45,reference,p6_baba_kitchen,BABA,phase6_reference_pair_43a790f5292107a0,not_applicable,Nora,Joyce,"In the kitchen, Joyce worked with Nora. After dinner, Joyce passed the recipe card to",Nora,Joyce,32561,25936
phase6_prompt_292a3dd3d20e1a3c,reference,p6_baba_kitchen,BABA,phase6_reference_pair_bf5e680a6aaef55f,not_applicable,Stephanie,Kenneth,"In the kitchen, Kenneth worked with Stephanie. After dinner, Kenneth passed the recipe card to",Stephanie,Kenneth,26085,23632
phase6_prompt_29cc8f60bcda58b5,reference,p6_baba_kitchen,BABA,phase6_reference_pair_ce0167d6e909d258,not_applicable,Rebecca,Diane,"In the kitchen, Diane worked with Rebecca. After dinner, Diane passed the recipe card to",Rebecca,Diane,23489,26542
phase6_prompt_2cff1112db02ccf9,reference,p6_baba_kitchen,BABA,phase6_reference_pair_395f54c71d57a95b,not_applicable,Donald,Charles,"In the kitchen, Charles worked with Donald. After dinner, Charles passed the recipe card to",Donald,Charles,3759,7516
phase6_prompt_30035302c985cf4b,reference,p6_baba_kitchen,BABA,phase6_reference_pair_544f5d851a96d6f3,not_applicable,Julie,Kenneth,"In the kitchen, Kenneth worked with Julie. After dinner, Kenneth passed the recipe card to",Julie,Kenneth,21946,23632
phase6_prompt_31aff93de118f838,reference,p6_baba_kitchen,BABA,phase6_reference_pair_fa01a74ff94ca314,not_applicable,Julie,Emma,"In the kitchen, Emma worked with Julie. After dinner, Emma passed the recipe card to",Julie,Emma,21946,18966
phase6_prompt_46f3ba67dd4ec0a2,reference,p6_baba_kitchen,BABA,phase6_reference_pair_d8417f4b570d5b13,not_applicable,Rebecca,Kenneth,"In the kitchen, Kenneth worked with Rebecca. After dinner, Kenneth passed the recipe card to",Rebecca,Kenneth,23489,23632
phase6_prompt_4e6fb23c5a593214,reference,p6_baba_kitchen,BABA,phase6_reference_pair_6456112304daeae3,not_applicable,Stephanie,Joyce,"In the kitchen, Joyce worked with Stephanie. After dinner, Joyce passed the recipe card to",Stephanie,Joyce,26085,25936
phase6_prompt_4f3936c38aa3749a,reference,p6_baba_kitchen,BABA,phase6_reference_pair_67b4e97047a0014c,not_applicable,Catherine,Charles,"In the kitchen, Charles worked with Catherine. After dinner, Charles passed the recipe card to",Catherine,Charles,22578,7516
phase6_prompt_5520123178bd8c02,reference,p6_baba_kitchen,BABA,phase6_reference_pair_25932f941a0c5eee,not_applicable,Dawn,Kathleen,"In the kitchen, Kathleen worked with Dawn. After dinner, Kathleen passed the recipe card to",Dawn,Kathleen,12258,31275
phase6_prompt_55ba2c677d88a3d0,reference,p6_baba_kitchen,BABA,phase6_reference_pair_40953a89475229a2,not_applicable,Donald,Diane,"In the kitchen, Diane worked with Donald. After dinner, Diane passed the recipe card to",Donald,Diane,3759,26542
phase6_prompt_5a033d894622e2ef,reference,p6_baba_kitchen,BABA,phase6_reference_pair_8ceb8527c558b038,not_applicable,Kenneth,Ruby,"In the kitchen, Ruby worked with Kenneth. After dinner, Ruby passed the recipe card to",Kenneth,Ruby,23632,10888
phase6_prompt_610fe928ea87045a,reference,p6_baba_kitchen,BABA,phase6_reference_pair_7e47069429704841,not_applicable,Ruby,Dawn,"In the kitchen, Dawn worked with Ruby. After dinner, Dawn passed the recipe card to",Ruby,Dawn,10888,12258
phase6_prompt_64711d39058e7adb,reference,p6_baba_kitchen,BABA,phase6_reference_pair_60d69f5ccf9983dc,not_applicable,Kathleen,Nora,"In the kitchen, Nora worked with Kathleen. After dinner, Nora passed the recipe card to",Kathleen,Nora,31275,32561
phase6_prompt_66a334db2c0e269e,reference,p6_baba_kitchen,BABA,phase6_reference_pair_eab90eca456cb7c8,not_applicable,Nora,Ruby,"In the kitchen, Ruby worked with Nora. After dinner, Ruby passed the recipe card to",Nora,Ruby,32561,10888
phase6_prompt_6dae0f934d294712,reference,p6_baba_kitchen,BABA,phase6_reference_pair_0c38b1c89c281ce4,not_applicable,Sylvia,Kathleen,"In the kitchen, Kathleen worked with Sylvia. After dinner, Kathleen passed the recipe card to",Sylvia,Kathleen,45425,31275
phase6_prompt_6fde502bab906c9a,reference,p6_baba_kitchen,BABA,phase6_reference_pair_c10be8c337c0690a,not_applicable,Kenneth,Catherine,"In the kitchen, Catherine worked with Kenneth. After dinner, Catherine passed the recipe card to",Kenneth,Catherine,23632,22578
phase6_prompt_7299b46eb3e6307b,reference,p6_baba_kitchen,BABA,phase6_reference_pair_140f099b0b172155,not_applicable,Catherine,Julie,"In the kitchen, Julie worked with Catherine. After dinner, Julie passed the recipe card to",Catherine,Julie,22578,21946
phase6_prompt_74252e0abb189f1c,reference,p6_baba_kitchen,BABA,phase6_reference_pair_f8a092507433bb6f,not_applicable,Kenneth,Emma,"In the kitchen, Emma worked with Kenneth. After dinner, Emma passed the recipe card to",Kenneth,Emma,23632,18966
phase6_prompt_75b9d3e75e09b8b8,reference,p6_baba_kitchen,BABA,phase6_reference_pair_aefe52387cd42635,not_applicable,Dawn,Nora,"In the kitchen, Nora worked with Dawn. After dinner, Nora passed the recipe card to",Dawn,Nora,12258,32561
phase6_prompt_79734ccf062fa0fc,reference,p6_baba_kitchen,BABA,phase6_reference_pair_d4f0a0b892d49d6b,not_applicable,Charles,Stephanie,"In the kitchen, Stephanie worked with Charles. After dinner, Stephanie passed the recipe card to",Charles,Stephanie,7516,26085
phase6_prompt_7a561705f1954ade,reference,p6_baba_kitchen,BABA,phase6_reference_pair_033b5e1c62cfa583,not_applicable,Nora,Stephanie,"In the kitchen, Stephanie worked with Nora. After dinner, Stephanie passed the recipe card to",Nora,Stephanie,32561,26085
phase6_prompt_7f7eb10ff084a480,reference,p6_baba_kitchen,BABA,phase6_reference_pair_c481cd77e96d35d7,not_applicable,Stephanie,Catherine,"In the kitchen, Catherine worked with Stephanie. After dinner, Catherine passed the recipe card to",Stephanie,Catherine,26085,22578
phase6_prompt_9f7477f4c8821f85,reference,p6_baba_kitchen,BABA,phase6_reference_pair_21b408bebea44609,not_applicable,Diane,Sylvia,"In the kitchen, Sylvia worked with Diane. After dinner, Sylvia passed the recipe card to",Diane,Sylvia,26542,45425
phase6_prompt_a0a0f4fed520a6f9,reference,p6_baba_kitchen,BABA,phase6_reference_pair_33876ce317a9c1eb,not_applicable,Charles,Diane,"In the kitchen, Diane worked with Charles. After dinner, Diane passed the recipe card to",Charles,Diane,7516,26542
phase6_prompt_a0fe6d18ebe73b02,reference,p6_baba_kitchen,BABA,phase6_reference_pair_904204942b89c1a4,not_applicable,Kenneth,Joyce,"In the kitchen, Joyce worked with Kenneth. After dinner, Joyce passed the recipe card to",Kenneth,Joyce,23632,25936
phase6_prompt_a3dc309b38f95d1f,reference,p6_baba_kitchen,BABA,phase6_reference_pair_e4a1d47c595ee8ac,not_applicable,Julie,Catherine,"In the kitchen, Catherine worked with Julie. After dinner, Catherine passed the recipe card to",Julie,Catherine,21946,22578
phase6_prompt_a8b3280bd2351ace,reference,p6_baba_kitchen,BABA,phase6_reference_pair_fbb9becb1d064d02,not_applicable,Kenneth,Rebecca,"In the kitchen, Rebecca worked with Kenneth. After dinner, Rebecca passed the recipe card to",Kenneth,Rebecca,23632,23489
phase6_prompt_a956e45eb2a1ee03,reference,p6_baba_kitchen,BABA,phase6_reference_pair_bc1b1061085fd319,not_applicable,Sylvia,Catherine,"In the kitchen, Catherine worked with Sylvia. After dinner, Catherine passed the recipe card to",Sylvia,Catherine,45425,22578
phase6_prompt_a97a9c84662e624c,reference,p6_baba_kitchen,BABA,phase6_reference_pair_32bc48345439b6db,not_applicable,Rebecca,Dawn,"In the kitchen, Dawn worked with Rebecca. After dinner, Dawn passed the recipe card to",Rebecca,Dawn,23489,12258
phase6_prompt_aebb183df1832f22,reference,p6_baba_kitchen,BABA,phase6_reference_pair_0a05ca80ba70dc5a,not_applicable,Emma,Ruby,"In the kitchen, Ruby worked with Emma. After dinner, Ruby passed the recipe card to",Emma,Ruby,18966,10888
phase6_prompt_b0b0639c77051aa1,reference,p6_baba_kitchen,BABA,phase6_reference_pair_43342b87afaed967,not_applicable,Joyce,Donald,"In the kitchen, Donald worked with Joyce. After dinner, Donald passed the recipe card to",Joyce,Donald,25936,3759
phase6_prompt_b411a2b9a6689fda,reference,p6_baba_kitchen,BABA,phase6_reference_pair_ca2168c536c69b28,not_applicable,Julie,Stephanie,"In the kitchen, Stephanie worked with Julie. After dinner, Stephanie passed the recipe card to",Julie,Stephanie,21946,26085
phase6_prompt_c174c72e0c3e8be4,reference,p6_baba_kitchen,BABA,phase6_reference_pair_6e7d22a25b68b23b,not_applicable,Kathleen,Ruby,"In the kitchen, Ruby worked with Kathleen. After dinner, Ruby passed the recipe card to",Kathleen,Ruby,31275,10888
phase6_prompt_c501771e92cfd477,reference,p6_baba_kitchen,BABA,phase6_reference_pair_ea4240ad52a4d67e,not_applicable,Shirley,Joyce,"In the kitchen, Joyce worked with Shirley. After dinner, Joyce passed the recipe card to",Shirley,Joyce,40902,25936
phase6_prompt_c7b503246a59f906,reference,p6_baba_kitchen,BABA,phase6_reference_pair_f0db50368724fd64,not_applicable,Dawn,Charles,"In the kitchen, Charles worked with Dawn. After dinner, Charles passed the recipe card to",Dawn,Charles,12258,7516
phase6_prompt_c7cac8abdd214545,reference,p6_baba_kitchen,BABA,phase6_reference_pair_07b0c10d88b978bd,not_applicable,Ruby,Donald,"In the kitchen, Donald worked with Ruby. After dinner, Donald passed the recipe card to",Ruby,Donald,10888,3759
phase6_prompt_c8536e197d78444e,reference,p6_baba_kitchen,BABA,phase6_reference_pair_6fc048b2caa81005,not_applicable,Diane,Charles,"In the kitchen, Charles worked with Diane. After dinner, Charles passed the recipe card to",Diane,Charles,26542,7516
phase6_prompt_ccbad99622bd8811,reference,p6_baba_kitchen,BABA,phase6_reference_pair_9efc691728f89001,not_applicable,Shirley,Diane,"In the kitchen, Diane worked with Shirley. After dinner, Diane passed the recipe card to",Shirley,Diane,40902,26542
phase6_prompt_d22944a2e75b4ab1,reference,p6_baba_kitchen,BABA,phase6_reference_pair_dda7c0609e3ae22a,not_applicable,Rebecca,Joyce,"In the kitchen, Joyce worked with Rebecca. After dinner, Joyce passed the recipe card to",Rebecca,Joyce,23489,25936
phase6_prompt_d780a384d8edece4,reference,p6_baba_kitchen,BABA,phase6_reference_pair_f6a219ae351c8269,not_applicable,Shirley,Catherine,"In the kitchen, Catherine worked with Shirley. After dinner, Catherine passed the recipe card to",Shirley,Catherine,40902,22578
phase6_prompt_d7cf95ceaec70584,reference,p6_baba_kitchen,BABA,phase6_reference_pair_1cae5718f217f06b,not_applicable,Julie,Rebecca,"In the kitchen, Rebecca worked with Julie. After dinner, Rebecca passed the recipe card to",Julie,Rebecca,21946,23489
phase6_prompt_da618c358566229a,reference,p6_baba_kitchen,BABA,phase6_reference_pair_17b1e9a6528ada1d,not_applicable,Kenneth,Charles,"In the kitchen, Charles worked with Kenneth. After dinner, Charles passed the recipe card to",Kenneth,Charles,23632,7516
phase6_prompt_dae403606e9bfe1d,reference,p6_baba_kitchen,BABA,phase6_reference_pair_83c6005665d3ac52,not_applicable,Sylvia,Diane,"In the kitchen, Diane worked with Sylvia. After dinner, Diane passed the recipe card to",Sylvia,Diane,45425,26542
phase6_prompt_db641388ca18dd5e,reference,p6_baba_kitchen,BABA,phase6_reference_pair_d23bcbf7f0e09081,not_applicable,Kenneth,Dawn,"In the kitchen, Dawn worked with Kenneth. After dinner, Dawn passed the recipe card to",Kenneth,Dawn,23632,12258
phase6_prompt_de4c3b36c9dd7b9c,reference,p6_baba_kitchen,BABA,phase6_reference_pair_69e266209b866d2e,not_applicable,Charles,Joyce,"In the kitchen, Joyce worked with Charles. After dinner, Joyce passed the recipe card to",Charles,Joyce,7516,25936
phase6_prompt_df60e8cfe20802aa,reference,p6_baba_kitchen,BABA,phase6_reference_pair_78f019741955f881,not_applicable,Kenneth,Stephanie,"In the kitchen, Stephanie worked with Kenneth. After dinner, Stephanie passed the recipe card to",Kenneth,Stephanie,23632,26085
phase6_prompt_e4473759278f9cb6,reference,p6_baba_kitchen,BABA,phase6_reference_pair_70babdf6d0e91d0f,not_applicable,Stephanie,Nora,"In the kitchen, Nora worked with Stephanie. After dinner, Nora passed the recipe card to",Stephanie,Nora,26085,32561
phase6_prompt_e898423300a9c34d,reference,p6_baba_kitchen,BABA,phase6_reference_pair_0f4a57fb2bce7ddd,not_applicable,Diane,Dawn,"In the kitchen, Dawn worked with Diane. After dinner, Dawn passed the recipe card to",Diane,Dawn,26542,12258
phase6_prompt_ea1d8dc912e7901a,reference,p6_baba_kitchen,BABA,phase6_reference_pair_b3c4a6964735b0fa,not_applicable,Catherine,Stephanie,"In the kitchen, Stephanie worked with Catherine. After dinner, Stephanie passed the recipe card to",Catherine,Stephanie,22578,26085
phase6_prompt_f287c73ec3a42ea7,reference,p6_baba_kitchen,BABA,phase6_reference_pair_f290ace24f95ce6d,not_applicable,Stephanie,Ruby,"In the kitchen, Ruby worked with Stephanie. After dinner, Ruby passed the recipe card to",Stephanie,Ruby,26085,10888
phase6_prompt_f64fd7cdfd8d9bb8,reference,p6_baba_kitchen,BABA,phase6_reference_pair_777c9f2082a359cf,not_applicable,Catherine,Sylvia,"In the kitchen, Sylvia worked with Catherine. After dinner, Sylvia passed the recipe card to",Catherine,Sylvia,22578,45425
phase6_prompt_fb24e93f22620178,reference,p6_baba_kitchen,BABA,phase6_reference_pair_31988da60c0d013c,not_applicable,Catherine,Emma,"In the kitchen, Emma worked with Catherine. After dinner, Emma passed the recipe card to",Catherine,Emma,22578,18966
phase6_prompt_fc2bea5db68c5c85,reference,p6_baba_kitchen,BABA,phase6_reference_pair_c132a379b83adcf8,not_applicable,Shirley,Nora,"In the kitchen, Nora worked with Shirley. After dinner, Nora passed the recipe card to",Shirley,Nora,40902,32561
phase6_prompt_fc92dc5c21cfa68c,reference,p6_baba_kitchen,BABA,phase6_reference_pair_fb1d686d09429fb4,not_applicable,Sylvia,Charles,"In the kitchen, Charles worked with Sylvia. After dinner, Charles passed the recipe card to",Sylvia,Charles,45425,7516
phase6_prompt_03ea130915ab4d9e,reference,p6_baba_library,BABA,phase6_reference_pair_11adfabbdce3748e,not_applicable,Diane,Shirley,"At the library, Shirley met Diane. When the doors closed, Shirley handed the borrowed novel to",Diane,Shirley,26542,40902
phase6_prompt_07629cd91cdb5fe5,reference,p6_baba_library,BABA,phase6_reference_pair_477fd51b57bd096f,not_applicable,Donald,Shirley,"At the library, Shirley met Donald. When the doors closed, Shirley handed the borrowed novel to",Donald,Shirley,3759,40902
phase6_prompt_07678259cbd4fd18,reference,p6_baba_library,BABA,phase6_reference_pair_8845ac4ced4fa6a3,not_applicable,Shirley,Sylvia,"At the library, Sylvia met Shirley. When the doors closed, Sylvia handed the borrowed novel to",Shirley,Sylvia,40902,45425
phase6_prompt_0796522d9573e6a7,reference,p6_baba_library,BABA,phase6_reference_pair_0c38b1c89c281ce4,not_applicable,Sylvia,Kathleen,"At the library, Kathleen met Sylvia. When the doors closed, Kathleen handed the borrowed novel to",Sylvia,Kathleen,45425,31275
phase6_prompt_0ac94a42c024b80e,reference,p6_baba_library,BABA,phase6_reference_pair_82326e683b23d474,not_applicable,Donald,Kenneth,"At the library, Kenneth met Donald. When the doors closed, Kenneth handed the borrowed novel to",Donald,Kenneth,3759,23632
phase6_prompt_0ed9e1dda3c555a8,reference,p6_baba_library,BABA,phase6_reference_pair_0626574bb49e21b8,not_applicable,Rebecca,Stephanie,"At the library, Stephanie met Rebecca. When the doors closed, Stephanie handed the borrowed novel to",Rebecca,Stephanie,23489,26085
phase6_prompt_13fba1f785ab92a4,reference,p6_baba_library,BABA,phase6_reference_pair_42e710e7910660ea,not_applicable,Ruby,Nora,"At the library, Nora met Ruby. When the doors closed, Nora handed the borrowed novel to",Ruby,Nora,10888,32561
phase6_prompt_153021ccf63346b0,reference,p6_baba_library,BABA,phase6_reference_pair_9efc691728f89001,not_applicable,Shirley,Diane,"At the library, Diane met Shirley. When the doors closed, Diane handed the borrowed novel to",Shirley,Diane,40902,26542
phase6_prompt_157c2d02c4e68ad7,reference,p6_baba_library,BABA,phase6_reference_pair_52f0c62183988f8a,not_applicable,Joyce,Stephanie,"At the library, Stephanie met Joyce. When the doors closed, Stephanie handed the borrowed novel to",Joyce,Stephanie,25936,26085
phase6_prompt_1c6f0863ae70f288,reference,p6_baba_library,BABA,phase6_reference_pair_a90d12cb611006e6,not_applicable,Kathleen,Julie,"At the library, Julie met Kathleen. When the doors closed, Julie handed the borrowed novel to",Kathleen,Julie,31275,21946
phase6_prompt_2b507f4324c77844,reference,p6_baba_library,BABA,phase6_reference_pair_3f567cf1e04a55b7,not_applicable,Catherine,Ruby,"At the library, Ruby met Catherine. When the doors closed, Ruby handed the borrowed novel to",Catherine,Ruby,22578,10888
phase6_prompt_2f20e5a654e8ddb6,reference,p6_baba_library,BABA,phase6_reference_pair_e1e1989c660ba37e,not_applicable,Nora,Emma,"At the library, Emma met Nora. When the doors closed, Emma handed the borrowed novel to",Nora,Emma,32561,18966
phase6_prompt_2fd9d5baa5ee9e10,reference,p6_baba_library,BABA,phase6_reference_pair_2f40bbef0037f083,not_applicable,Rebecca,Emma,"At the library, Emma met Rebecca. When the doors closed, Emma handed the borrowed novel to",Rebecca,Emma,23489,18966
phase6_prompt_332129ef814c8fd7,reference,p6_baba_library,BABA,phase6_reference_pair_cee430783fe9db42,not_applicable,Emma,Rebecca,"At the library, Rebecca met Emma. When the doors closed, Rebecca handed the borrowed novel to",Emma,Rebecca,18966,23489
phase6_prompt_35299f92039c3457,reference,p6_baba_library,BABA,phase6_reference_pair_395f54c71d57a95b,not_applicable,Donald,Charles,"At the library, Charles met Donald. When the doors closed, Charles handed the borrowed novel to",Donald,Charles,3759,7516
phase6_prompt_37644847a3ae3bd2,reference,p6_baba_library,BABA,phase6_reference_pair_e12b9c609b76f71c,not_applicable,Ruby,Shirley,"At the library, Shirley met Ruby. When the doors closed, Shirley handed the borrowed novel to",Ruby,Shirley,10888,40902
phase6_prompt_3854247ce54c30df,reference,p6_baba_library,BABA,phase6_reference_pair_240d2f79925ed062,not_applicable,Julie,Dawn,"At the library, Dawn met Julie. When the doors closed, Dawn handed the borrowed novel to",Julie,Dawn,21946,12258
phase6_prompt_3946b047aa6c8e30,reference,p6_baba_library,BABA,phase6_reference_pair_c908c81ae84043ef,not_applicable,Kathleen,Donald,"At the library, Donald met Kathleen. When the doors closed, Donald handed the borrowed novel to",Kathleen,Donald,31275,3759
phase6_prompt_4057bf010b02a422,reference,p6_baba_library,BABA,phase6_reference_pair_5a87c74791a34cd3,not_applicable,Catherine,Joyce,"At the library, Joyce met Catherine. When the doors closed, Joyce handed the borrowed novel to",Catherine,Joyce,22578,25936
phase6_prompt_42660ef1dbc15436,reference,p6_baba_library,BABA,phase6_reference_pair_6d3bc091b8acb30c,not_applicable,Donald,Kathleen,"At the library, Kathleen met Donald. When the doors closed, Kathleen handed the borrowed novel to",Donald,Kathleen,3759,31275
phase6_prompt_456f16ba57f07aac,reference,p6_baba_library,BABA,phase6_reference_pair_a98e7db9f710902d,not_applicable,Shirley,Stephanie,"At the library, Stephanie met Shirley. When the doors closed, Stephanie handed the borrowed novel to",Shirley,Stephanie,40902,26085
phase6_prompt_46e663d445040d7e,reference,p6_baba_library,BABA,phase6_reference_pair_8d8c148aa567f7f6,not_applicable,Diane,Kathleen,"At the library, Kathleen met Diane. When the doors closed, Kathleen handed the borrowed novel to",Diane,Kathleen,26542,31275
phase6_prompt_482d9801c98657e6,reference,p6_baba_library,BABA,phase6_reference_pair_081686118faf0118,not_applicable,Kenneth,Shirley,"At the library, Shirley met Kenneth. When the doors closed, Shirley handed the borrowed novel to",Kenneth,Shirley,23632,40902
phase6_prompt_4ffc1a7210628fc7,reference,p6_baba_library,BABA,phase6_reference_pair_623679f323c374af,not_applicable,Catherine,Rebecca,"At the library, Rebecca met Catherine. When the doors closed, Rebecca handed the borrowed novel to",Catherine,Rebecca,22578,23489
phase6_prompt_500e7bc94a41cfd1,reference,p6_baba_library,BABA,phase6_reference_pair_70babdf6d0e91d0f,not_applicable,Stephanie,Nora,"At the library, Nora met Stephanie. When the doors closed, Nora handed the borrowed novel to",Stephanie,Nora,26085,32561
phase6_prompt_554cf0a5d7110098,reference,p6_baba_library,BABA,phase6_reference_pair_777c9f2082a359cf,not_applicable,Catherine,Sylvia,"At the library, Sylvia met Catherine. When the doors closed, Sylvia handed the borrowed novel to",Catherine,Sylvia,22578,45425
phase6_prompt_57c6213d6e048fb4,reference,p6_baba_library,BABA,phase6_reference_pair_b3c4a6964735b0fa,not_applicable,Catherine,Stephanie,"At the library, Stephanie met Catherine. When the doors closed, Stephanie handed the borrowed novel to",Catherine,Stephanie,22578,26085
phase6_prompt_5a7d899c1023fc0a,reference,p6_baba_library,BABA,phase6_reference_pair_f56d8f48137c350a,not_applicable,Donald,Ruby,"At the library, Ruby met Donald. When the doors closed, Ruby handed the borrowed novel to",Donald,Ruby,3759,10888
phase6_prompt_5ed0aefba9c2636f,reference,p6_baba_library,BABA,phase6_reference_pair_92e137d79fbc1304,not_applicable,Sylvia,Kenneth,"At the library, Kenneth met Sylvia. When the doors closed, Kenneth handed the borrowed novel to",Sylvia,Kenneth,45425,23632
phase6_prompt_5f1bb9e5dde19b62,reference,p6_baba_library,BABA,phase6_reference_pair_5a15420ae5a7541f,not_applicable,Sylvia,Donald,"At the library, Donald met Sylvia. When the doors closed, Donald handed the borrowed novel to",Sylvia,Donald,45425,3759
phase6_prompt_67a156a5163ab6de,reference,p6_baba_library,BABA,phase6_reference_pair_ea4240ad52a4d67e,not_applicable,Shirley,Joyce,"At the library, Joyce met Shirley. When the doors closed, Joyce handed the borrowed novel to",Shirley,Joyce,40902,25936
phase6_prompt_6ab77a1ce0dc18b3,reference,p6_baba_library,BABA,phase6_reference_pair_7a05591b3de122f9,not_applicable,Kathleen,Sylvia,"At the library, Sylvia met Kathleen. When the doors closed, Sylvia handed the borrowed novel to",Kathleen,Sylvia,31275,45425
phase6_prompt_6b81587472a1d123,reference,p6_baba_library,BABA,phase6_reference_pair_41ac475a58842921,not_applicable,Nora,Kenneth,"At the library, Kenneth met Nora. When the doors closed, Kenneth handed the borrowed novel to",Nora,Kenneth,32561,23632
phase6_prompt_7773acd0bad3df1f,reference,p6_baba_library,BABA,phase6_reference_pair_b3601d32357ac797,not_applicable,Shirley,Donald,"At the library, Donald met Shirley. When the doors closed, Donald handed the borrowed novel to",Shirley,Donald,40902,3759
phase6_prompt_7a2b7e3959d2661a,reference,p6_baba_library,BABA,phase6_reference_pair_904204942b89c1a4,not_applicable,Kenneth,Joyce,"At the library, Joyce met Kenneth. When the doors closed, Joyce handed the borrowed novel to",Kenneth,Joyce,23632,25936
phase6_prompt_82744383bcd172b4,reference,p6_baba_library,BABA,phase6_reference_pair_3fae44758c03c3e9,not_applicable,Nora,Dawn,"At the library, Dawn met Nora. When the doors closed, Dawn handed the borrowed novel to",Nora,Dawn,32561,12258
phase6_prompt_882867b74f319d74,reference,p6_baba_library,BABA,phase6_reference_pair_72bd28e9d76bd1d8,not_applicable,Stephanie,Emma,"At the library, Emma met Stephanie. When the doors closed, Emma handed the borrowed novel to",Stephanie,Emma,26085,18966
phase6_prompt_89f6253d6e0060b9,reference,p6_baba_library,BABA,phase6_reference_pair_eab90eca456cb7c8,not_applicable,Nora,Ruby,"At the library, Ruby met Nora. When the doors closed, Ruby handed the borrowed novel to",Nora,Ruby,32561,10888
phase6_prompt_9111ec09bbe6fa3c,reference,p6_baba_library,BABA,phase6_reference_pair_04025be8d071fe3d,not_applicable,Julie,Charles,"At the library, Charles met Julie. When the doors closed, Charles handed the borrowed novel to",Julie,Charles,21946,7516
phase6_prompt_9492906001a0a6db,reference,p6_baba_library,BABA,phase6_reference_pair_9101701757d22b0d,not_applicable,Diane,Emma,"At the library, Emma met Diane. When the doors closed, Emma handed the borrowed novel to",Diane,Emma,26542,18966
phase6_prompt_a30b6d997fce7d63,reference,p6_baba_library,BABA,phase6_reference_pair_61879897a94e582d,not_applicable,Catherine,Dawn,"At the library, Dawn met Catherine. When the doors closed, Dawn handed the borrowed novel to",Catherine,Dawn,22578,12258
phase6_prompt_a76c93a2a673237b,reference,p6_baba_library,BABA,phase6_reference_pair_28fac8a26bdc1c35,not_applicable,Stephanie,Kathleen,"At the library, Kathleen met Stephanie. When the doors closed, Kathleen handed the borrowed novel to",Stephanie,Kathleen,26085,31275
phase6_prompt_b3b913e29541f52f,reference,p6_baba_library,BABA,phase6_reference_pair_e70dace623807d4a,not_applicable,Shirley,Kathleen,"At the library, Kathleen met Shirley. When the doors closed, Kathleen handed the borrowed novel to",Shirley,Kathleen,40902,31275
phase6_prompt_b40c410a6303cd1a,reference,p6_baba_library,BABA,phase6_reference_pair_5c8eb4aaf8592281,not_applicable,Rebecca,Donald,"At the library, Donald met Rebecca. When the doors closed, Donald handed the borrowed novel to",Rebecca,Donald,23489,3759
phase6_prompt_b4900cd17b0e1b3d,reference,p6_baba_library,BABA,phase6_reference_pair_8050332d8dd0048a,not_applicable,Joyce,Nora,"At the library, Nora met Joyce. When the doors closed, Nora handed the borrowed novel to",Joyce,Nora,25936,32561
phase6_prompt_c4552c51cd29fbd0,reference,p6_baba_library,BABA,phase6_reference_pair_19c798e963bdee73,not_applicable,Stephanie,Charles,"At the library, Charles met Stephanie. When the doors closed, Charles handed the borrowed novel to",Stephanie,Charles,26085,7516
phase6_prompt_c6bb6bb88d7fcf83,reference,p6_baba_library,BABA,phase6_reference_pair_cff713b94e0e2e93,not_applicable,Julie,Donald,"At the library, Donald met Julie. When the doors closed, Donald handed the borrowed novel to",Julie,Donald,21946,3759
